User_Id,User_Favorites_Anime
Owlythesova,"13759, 23273, 2001, 2025, 1"
Kalimdoor,
HeyHarp,"15583, 11061, 38000, 33206, 457, 30276, 20057"
Nelson_ENG,
TheVtecPro,
alexshoo,
YourAvgOtaku,"2966, 30831, 2904, 32867, 37450, 11843, 10793"
pathlapiz,9253
H4nss0n,"19, 14813, 5114"
Feinei,"2923, 4224, 2787, 355"
Espio74,"11061, 9253, 39195, 37779, 38524, 28223"
Darknim3,"43, 47, 437, 790, 6114, 16498, 13601, 457, 20903, 2001"
Solista,"7311, 30484, 28851"
masterpickle,"237, 1, 30, 801, 467"
zeroyuki92,"4181, 9253, 3297, 35180, 12355"
ken127,"4224, 10793, 6702, 6547, 777"
Xeeron,
Gamer_2k4,"30, 849, 226, 9756, 66"
Maruchinu,"11061, 34572, 6702, 31043, 22319, 23273, 28171, 9756"
4ngs4u,"857, 3731, 53, 269"
CATenAhat,28907
AtlNae,
Antonii-chan,"37999, 36470, 35860, 21647, 20507, 164, 11013, 14227, 21995, 13759"
NemoX,
Re_AL,"486, 339, 15335, 12355, 1033, 1943, 918, 43, 790, 5040"
jujubeeza,"1535, 72, 2924, 1818, 226"
Sxilenced,"37779, 13759, 2001, 31964, 16498, 12189, 33352, 9253, 9756, 31988"
Ciscnerama,"22135, 7785, 13601, 6594, 16201"
UM-momo-san,"14227, 11887, 24765"
blackdash,"2001, 2236, 849, 128, 2926"
Koiden,
phikus,"1, 31646, 28171, 9253, 30831, 7311, 13125, 32182, 5114, 227"
rebsoo,"21, 11061, 33486, 28891, 199, 6746, 35180, 19111"
Sugarsync,"9756, 10080, 8525, 8769, 4181"
AbnerA,"38619, 30015, 34599, 21273, 34618, 35078, 23289, 28677"
NYC_Stigma,"481, 1689, 10029, 205, 585, 199, 1, 18679"
Raphies,"10162, 20507, 31798"
TehBoxman,"223, 237"
ishish,"5040, 5114, 11061, 25183, 2251"
metallica8267,"249, 6547, 7769, 15379, 25859"
ppyporpeem,"2001, 18679, 35427"
Twiverse,
animenutcase,"4896, 269, 120, 1889, 934"
akinari-kun,"3572, 5310, 4181, 3784, 2759"
Arowind91,"101, 7791, 4181, 2001, 9756"
annahthecompozer,"31157, 4898, 2213, 10321, 21563, 28607, 15195, 22265, 18507"
Nozomommi1,
dantewilcox,
AbsoluteRosario,"23273, 13125, 14813, 4181, 5081"
KaramBoya,"22135, 33, 11061, 4181, 18689, 32935"
Mizukami999,"30, 584, 339, 1301, 207"
MizuDG,"3972, 11757, 1535, 2904, 1575"
richiemchoboson,"9253, 5114, 121, 2904, 1575, 11061"
TheWestExit,"3326, 593"
FloridaFool,"6211, 1699, 57, 150, 237"
Mezzkilla,"20, 269, 14741, 18671, 14719, 20899, 26055, 31933"
SirRabbit,"5781, 29803, 28121, 20785, 11021, 17389, 30240, 28171, 1735, 21"
pixruru,36259
dai2dark,"1698, 5630, 2001, 4192, 5530"
Hao_Asakura,"10408, 2001, 205, 19"
Spike_Cazorla,"11111, 9253, 4181, 24, 918, 19"
D4rkn3s5,"23283, 19815, 9253, 31043, 14719, 32, 7785"
Darkness-Ryu,"392, 813, 1818, 3972, 6811, 11617, 530, 80, 30307, 527"
Cdbwater,"5114, 16498, 1735, 1889"
AceKoori,"21, 5114, 11061, 20583, 38524, 9253, 2251"
Todesengel,288
patco23,"150, 38524, 16498, 9756, 20583"
FrostyKitsune,
realjpoe,"30, 585, 2167, 5081, 16201"
toshikikai2,"235, 2800, 120, 7791, 12355, 16067, 123, 16498, 11061, 1375"
Laroondynasty,"10793, 16067, 16524, 25835, 2966"
eliasisdead,"23283, 21, 205, 5114, 20583, 11061, 31043, 19, 33337, 30"
Fuqdisshit,
Tsumayouji,"182, 2251, 3167, 329, 267, 1033, 6547, 90, 790, 120"
satomi_vc,"486, 12431, 10721, 9989, 5682"
timekeeperayase,"16524, 7724, 19"
angelgurl4416,"350, 2890, 512, 585, 530"
Gnkloi,"1535, 28223, 5114, 27655, 22729"
October9641,"1, 1535, 269, 877"
kudryavkagr,
Yuri_NakamuraAB,"6547, 4181, 2167, 30654, 32105, 20787, 27775"
goldenozaru,"21, 918, 30230, 18689, 5941, 22789, 20, 20583, 31646"
Demost,
VanSkittles,"578, 5114, 4181, 45, 37520, 32899, 28851, 202"
NoSurrender,"269, 20, 384, 2124, 1535"
SillySly,"6746, 918, 6547, 6956, 4081"
HailToTheK,"5114, 11061, 18115, 18679, 2001"
Shunhades,"1264, 1245, 543, 1254, 4898"
1k3,
allflying,"7791, 12189, 5081, 962, 4181"
pieguy1200,"290, 6347, 2966, 6547"
BLOODYRAIN10001,"31933, 10271, 7674, 10165, 813, 3702, 32949, 1210, 10495, 263"
desu_plan,"7724, 11111, 14967, 13759, 3467"
RookieQueenOtaku,"20, 22043, 18507, 6702, 853, 136, 122, 121, 120, 33352"
Monoxid,"35120, 440, 32071, 32995, 2001, 98, 9756, 933, 3702, 721"
MisturPandaa,"31240, 9253, 8841, 10790, 9756"
Theworstshow,
KnightZer0,"1535, 2904, 23755, 31964, 1575, 9253"
FFandMMfan,"489, 2167, 3297, 486, 2251"
Lambda_Delta,
ShadowLone,"267, 587, 457, 44, 4181"
Marademi1999,
Sliguy2,"4224, 245, 35968, 8769, 22789, 37779, 5114, 1735, 2904, 1535"
RubenP,"14289, 18245"
chrissypoo,"2605, 227, 875, 7785, 1210, 32281, 31636"
midnightrose2929,"20, 853, 2167, 1535"
Pysseloskar,"32093, 18679, 8937, 34798, 14131, 15731, 489, 21435"
Imadeaprofile,
Dragonhart91,
AbbyAsh1998,
DaDerpGoat,"30276, 23755, 20507, 15051, 10165"
randomuser10,
Jordanious77,"5081, 34599, 11061, 6594, 33, 31240, 22535, 31646, 9253, 38524, 6114, 35120, 14075, 813"
okaytran,"7311, 17082, 23289, 1210, 245"
discord1126,"6166, 226, 777, 9618"
stephtastrophe,"269, 918, 4898, 11771, 25157, 18507, 24439, 13601, 16498, 1535"
TheSpaghetti,"3588, 2251, 27831, 23199, 6746"
Atomicsora,"2890, 28851, 31043, 28999"
Vested,"30, 11061, 339, 392, 889"
rdeyoung8,"30831, 5081, 790, 572, 205, 43, 227, 2001, 6, 269"
lanie_couleur,"6594, 2251, 457, 10721, 2001"
GiaQuando,5114
LungsOfCannabis,
Monta93,
SmugglerofNoise,39198
tison98,"17729, 33352, 23273, 9253, 918, 28851, 28907, 20785, 4224, 38000"
Aoiy25,"11757, 20507, 12189, 10620, 8425"
JackyMAL,
femto999,"5114, 2251, 4981, 11285, 6573"
CagletheBagel,"23273, 9253"
bfreanWEFWQD,"1575, 2581, 2001"
TheFlamingHitman,
diespluvia,
superpufferfish,"1, 245, 269, 7647, 2001"
doctor,"256, 253, 1103, 877, 2152"
lgriffiths,"12531, 227, 1, 9253, 3167"
MariyaEru,"19815, 21, 6746, 23421, 431"
Anime99SenpaiT,"1735, 37779, 24833, 19815, 33731, 23755, 23273, 31741, 35788, 11771"
LeeJi-Eun,"1735, 1575, 16518, 15315, 6702"
Za8,
fullmetalmasify,"34561, 8937, 31240, 37430, 18245, 4789, 30296, 35847, 35413, 37450"
GSAndrell,
Francesco_Russo,
Steiner75,"11061, 486, 790, 19"
Ishika_B,"1535, 4181, 9756, 323, 7791, 64, 20507, 523, 7627"
Cajux,"934, 11111, 3588, 16592, 6547"
Potatomesh,"45, 66, 13659, 8769, 33089"
Luroon,"13125, 5114, 19, 1827, 5984, 37520, 431, 21557, 28171"
Sanchez,
outcasty,"1535, 34933"
ForwardArrow,
AECE7,"13601, 6772, 9253, 269"
nisekoichitoge,"18897, 32281, 35639, 1575, 22319, 28171, 23273, 12189, 249"
DevilEater,
annann12,"9000, 21995, 16894, 11771, 14467, 31240"
Bondius,"79, 245, 2167, 2581, 1887"
Babyssb,"22273, 16782, 12149, 14941, 440"
Sir_Kled,
Loli_Mercury,"5958, 9253, 2966, 19815, 32937, 7785, 31043, 10162, 28171, 457"
Th1rdo,
TakamuraYui,"5682, 3927, 11741, 2966, 226"
Crycho,"13125, 3588, 32281, 516, 6702, 36038, 8425, 9513, 249, 5114"
hinagiku_,
Vembz_Napkin,34618
ATHMO,"1535, 2251, 235, 1"
zawias92,"306, 28977, 9969, 918, 2001, 6, 2251, 28223"
lagginNtaggin,
Obregg00,"820, 37991, 4898, 23755, 19, 777, 31933, 26055, 20899, 14719"
Drslug,"1575, 4224"
Snwoto,"19703, 6594, 76, 77, 949"
lemonian,"5114, 8425, 31964, 3588, 34636"
antraxico,
smearz,"21, 31964, 18897, 263, 9969"
DestroEclipse,"38000, 31964, 20541, 392, 17895, 20, 14741, 32105, 4224, 3455"
BigguuBossuu,"801, 813, 18679, 2581, 32, 9756, 5081, 13535, 1575, 785"
7jaws7,"477, 9756, 32281, 2966, 6547, 25835, 33352, 28851, 10087, 849"
twilight-knight,"6594, 13601, 8425, 4181, 6114"
yankeedoodle,"32, 30, 6114, 5114, 2001"
azdraon,"164, 33, 268, 267, 18, 30276"
Luthetium,"1889, 226, 13125"
azkuel,
HerpDemDerp,"20031, 23277, 31737"
istandrew,
NinjaMike28,"9253, 918, 9969, 7311"
SidneyLaruel,
RomanceZero,
stasek,"822, 33926, 34566, 27991, 30311, 16894, 11771, 22199"
IllegalCyrus,"35677, 10721, 7791, 3297, 232, 32, 21647, 5941, 6594"
as7sasi3,"235, 302, 513, 170, 30276, 820, 5763, 2116, 1, 1985"
Clobclark,"3002, 1210, 3701, 392"
GundamFrost,"6682, 11285, 3972, 9750, 11757, 10793"
Bombdiggitylodon,"23273, 32281, 35851, 9756, 205, 7311, 486, 5114, 2251"
nuttygardentree,"5680, 7791, 11061, 4224, 37779"
Mimi-kun,"34618, 35849, 28223, 8795, 31240, 16498"
mgkwt,"31043, 245, 1818, 877, 205, 202, 121, 2418, 1535"
peterek0,
tommyandolli,"16, 16201, 795, 721, 10800, 232, 263, 852, 1974"
cactusberry,"10357, 9253, 12119, 20457, 6203"
AaronDabes,"21995, 17895, 16067"
DinoSon,"9289, 34822, 14813, 23277, 34618, 30727, 35860"
Ambii,"10800, 4081, 13125, 19, 1698"
MIKASA_YEAGER,"35180, 6547, 22961, 11757, 31646, 31240, 32281, 27787, 22535, 4181"
Sketchy54,"120, 232, 5060, 6045"
paulhan1997,
alonepri,"8426, 33089, 30276, 23135, 23277, 12191, 2001, 949"
jsmrcrzgrdl_,
Jessy-sAnime,
Personano,"31933, 11061, 5365, 26055, 853, 22777"
jdubu03,"486, 387, 10721, 11843, 3297"
Epopee,"17074, 9253, 11061, 2251"
uzumakijanii,"11061, 2159, 1604"
Rukia_For3v3r,"269, 4835, 6702, 1604, 1735"
LiLSatania,"5941, 3297, 2167, 3927, 1699, 10153, 3731, 16, 11843, 32281"
Shellster2810,"34106, 33362, 33506, 14713, 30503"
Lance20000,"205, 21"
Mau-Kun,10278
Captainsparkyd,
Ero_Yatsu,"2025, 392, 813, 13663, 249"
iAkali,"14765, 11757"
The_Misery_Man,"35838, 15809, 32182, 28999, 27787, 18679, 28977, 11633, 31798"
MikeMaverick,6974
QueenLeon,"12189, 934, 5530"
spireo,"486, 22135, 6594, 885, 30, 11741"
linoone,"934, 1535, 3574, 4898, 26243, 23301"
Xiph,"10087, 6351, 8795, 2581, 9367"
jimbobmurphy,
GuruBuckaroo,"1, 12355, 4224, 227, 226"
Mervis,"1575, 359, 4186, 5525, 23321, 17265, 24277, 18179, 28907, 10396"
Clawson2100,"469, 1691, 11499, 120, 1535"
AnimeAlice,"3366, 4898, 5530, 22, 3574"
gundameisters,"90, 94, 93, 3927, 2581"
ShadowTony1,"13859, 11759, 19815, 22535, 5114, 23273, 31240, 33486"
Gwenyviere,
Splitter,"2001, 427, 1858, 227, 21"
agilityredfox,"30901, 4181, 17895, 3784, 15583, 3783, 11981, 6547, 967, 33502"
Quelandoris,5177
Sunseeker,"5341, 2966, 9253, 32281, 12355"
itgetsworse,"16498, 14075, 22297"
paum,"8795, 232, 30, 7311, 2001, 5114, 18679, 33, 21557, 5680"
hightulip,
No-Knowledge,
H3CN0,"13759, 7785"
IDKMALDIN,205
sneakers-n-cake,"199, 18679, 134, 416, 21855, 431, 17074, 1887, 205, 30"
Shenaniganarama,2001
Marco_a_Phoenix,"21, 11061, 813, 1535, 32, 9253, 2001, 2251, 1575, 392"
xiiatherandom,"1575, 2581, 10793, 9756, 2904"
OPM46,"2025, 19759, 8074, 9253, 12467, 31580, 245, 5114, 16498, 1535"
gu-chan101,"8795, 6746, 3572"
taky1234,"18139, 2966, 27899, 19815, 2904, 1575, 9253, 4181"
ChronicleHunter,"6702, 22043, 19815, 11757, 11617, 16498, 31859, 25157, 23755, 28121"
iriss2231,"32901, 28149"
Viggetto,"36470, 31043, 20785, 467, 38329, 392, 25835, 270, 1, 1136, 202, 6, 90"
rusette,"25835, 457, 18689, 20583, 16049, 23289"
EEkamisama4ever,"877, 11887, 9253"
insomnia-exe,"1889, 13663, 10165"
mikeb23,"1, 2001, 43, 134, 849"
ShikabaneFan82,"9253, 227, 2904, 2001, 2251, 11111, 7311, 4722, 4224, 13601"
sweetburntlips,"1698, 44, 1535, 853, 2904"
Sambo04,
harshtruth,11061
NoytroO,6746
Once_an_Otaku,
nativeblvnts,"20507, 24133"
Kuboo-,22535
princessofmagic,"9911, 20913, 12149, 5678, 6895"
Yanchita,"20, 21, 5114, 16498, 6702, 877, 34599, 28977, 20507, 25013"
skgb75,400
ShadowBlah2,"1575, 9253, 10620, 121, 30240"
grazr,"4224, 1, 2251, 30276, 467, 43, 5114"
calvo99,"6, 28851, 160, 33, 9253"
JoshuaJones16,"1, 24439, 3588, 18679, 9253, 6347, 5114, 1050, 269, 27947"
Ready_Player_1,
Fafyy,"13125, 18679, 1535, 437, 934, 889, 33, 16498"
Passion-symphony,"4181, 2167, 13759, 18115, 147"
zyoxo,"47, 572, 1535, 205, 1"
ilovemakaveli,"10793, 22319"
hyp0thet1cal,"12365, 22789, 32281, 9253, 17074, 28891, 820, 14719"
freinzy,"38787, 32937, 33988, 38826, 33255"
kasseti,
Blue_Fire,"1575, 2167, 849, 2904, 1"
Kirko,"820, 19, 1470, 245, 268, 33, 29, 12431, 329, 1818"
HoundOfLove,"18679, 1, 32, 721, 387, 339, 17074, 7785"
Marshman0,"14813, 1818, 14075, 889, 30240"
FoxBash87,16498
Satou256,392
kaabi,"1668, 30549"
Deisiya,"35247, 32983, 32935, 885, 17909, 759, 339, 38000, 33352, 33674"
Pearlonthesea,"11061, 918, 22319, 31964, 28249, 22535, 1562, 13601, 31339, 3588"
SilverHakushaku,"16782, 467, 10087, 1535, 30015, 245, 226, 14813"
KozuraKZO,"4224, 6547, 14813, 10396, 20031, 18897, 1, 11843, 34822, 25777"
Dogemy,"11981, 7311, 35608, 31988, 38524, 14813, 37510, 12189, 32093, 10495"
NotManyLeft,"227, 934, 22145, 18153, 1887, 853, 3588, 14289"
OcculticFan9,32962
SodaCloud,"6547, 6746, 4654, 6213, 5680"
Skittles,"3297, 427, 2921, 877, 18245, 13125, 72, 11061, 9253, 37171, 1695, 820, 26, 1033, 1453, 82, 795, 10721, 2001, 5420"
WaffleOverdose,
faizdanyal,"2025, 9756, 9941"
ELIGOS0,"2966, 11741, 10087, 28735, 11061"
Butterflight,"9253, 9756, 2001, 7311, 18679, 6547, 28999, 14741, 34612, 1887"
fishpun,"2236, 31240, 18229, 13125, 288, 9756, 10408, 24765, 2034"
EiTaNBaRiBoA,
Creator_Kun,"269, 1050, 2142, 4981, 1397"
bettsy,
TheOutlawZero,"17549, 31933, 7791, 10165, 32182"
komahinas,"8795, 10165, 2966"
Yoloswag69420,
Finncq,"32281, 9989, 9756, 578, 1824, 36296, 949, 9253, 323, 33970"
Lirina,"11061, 7724, 16498, 13125, 2158, 22535, 1575, 10087, 5231, 35849"
dratsab,"11887, 31859, 23283, 25835"
Deago,"6114, 11061, 11741, 820, 13601, 486, 1535, 22135, 2251, 121"
camoo,"2963, 227"
Solivonyx,"401, 269"
anve2160,
Miguling,
Barry0406,"37208, 35994, 853, 6702, 33994, 20507, 31229, 28825, 18153, 32995"
AdvancedSoul,"1210, 457, 26, 245, 10165"
Acura_Ranger,
DocOtonashi,"10800, 23273, 7724, 1535, 2904, 11061, 918, 14075, 18179, 6547"
shinyscizor12,"10049, 20"
kristen4444,"7338, 1535, 853"
AstridValquiK,"20543, 27899, 22319, 3342, 15037, 8074, 226, 1535, 6547"
OroDz,"18115, 22789, 11061, 22535"
shirahimeshou18,
loup456fatman,
kharvey5,"777, 57, 1535, 9253, 11061"
Grownfetus,
yniverse,"20507, 32189, 33028, 28999, 21603, 7054, 22199"
TKmysterio,"30911, 11061, 27775, 22199, 15809, 19815"
Neimaj,"2605, 2402, 11061, 1, 5081, 1210, 2001, 24439, 540, 617"
tiredseth,"10161, 1604, 13601, 437, 1535"
Old_cat,"31240, 30831, 27631, 30240, 23755, 19221, 24703, 28497, 30296, 31859"
immortalrite,"457, 164, 486, 1210, 387"
Slayer9825,
Lontaku,"237, 4224, 9989, 10793, 1535, 28851"
Maleel,"10087, 22135, 2921, 199, 1210, 2236, 437, 578, 1"
stormyxcloud,"11061, 35120, 34599, 14719, 22535"
ReikaUchiha,"4898, 1735, 1535, 7674, 269, 6746, 28825, 20431, 31297"
MTstriker10,"2001, 11061, 7785, 4181, 6594"
IshigamiSenku17,"37510, 263, 31933, 11061, 1535, 30503, 1210, 22535"
Impala,"2164, 22135, 634"
-Alians-,"4181, 12365, 4789, 1530, 9863, 11665, 9969, 18195, 16706, 11741"
muffindonor,
gryffchick,"5114, 355, 11977, 30, 1"
TheTalkingTree,"33, 5114, 66, 11061, 10087"
aweing37,"9989, 9253"
OO1O1O1O,
9Morello,"14719, 456, 30, 7311"
shadow7755,"16498, 23273, 20507, 1222, 3731, 10793, 30296, 1575, 2904, 334"
DunceBucket,"7054, 26, 30, 33, 16742, 4224, 32542, 30831"
Invisiraz,"15315, 18679, 2001, 9756, 1535, 32282, 1575"
JThePervSummoner,"10495, 12403, 30279, 23225, 30902, 2001, 14719, 1535, 10711"
ZarathustraDK,"915, 226, 30"
mentaza,"1, 457, 20057, 33489, 3167, 205, 6746, 30276, 8426, 31859"
jayafj,"6702, 1735, 1604, 5114, 4884"
Draco_the_Dragon,"1535, 16498, 2904, 23273, 31043, 34599, 37450, 35120"
AmuroOfAxis,"223, 87, 19319, 3702, 14719, 1092, 967, 1488, 85, 93"
NikoruAnime,"32995, 16417"
Packie,"1, 21, 263, 2251, 302"
_Calamity_,"1535, 2001, 11061"
WhiteJoker,"15051, 35828, 202, 10721, 17513, 32526, 15085, 5835, 20971, 11887"
Sterlynx,"11061, 30015, 227, 28223, 8525, 12437"
ChrisAnime,"10087, 13759, 18245, 25835, 11061"
DarthR0xas,"33486, 23273, 9989, 33489"
IQ20000,"161, 5030, 4975, 53, 182"
Noobransom,"467, 35839, 11061, 16498, 19"
Ashen_Miko,"77, 25519, 1915, 10153, 5114, 4282"
slicepop31,1
faust,"98, 934, 813, 317, 90"
Pantsu12659,
Fruit-Herald,"269, 8425, 1482"
notcary,12189
lightofvictory,"20, 25157, 16498, 35790, 38101, 889, 9253, 22297, 5081"
KuroTenshiButai,"20995, 3992, 11827"
JulyNo9,"14719, 4224, 6594, 777, 205"
Senra,
Bonz123,
spyrocoot,"338, 440, 721, 9756, 10721, 18679, 2321, 1, 44, 457"
animegurl09,"120, 7054, 3731, 195, 4752"
anime_sama,
Safe_in_a_Dream,"2025, 2952, 4081, 5114, 20583"
Lucena,"1, 30, 440, 437, 9756, 4282, 339, 853, 14719, 10165"
ChivbagTalksalot,"27989, 30, 5114"
Reeeeeeeree,"38619, 39468, 37999, 7785, 34102, 35247, 31181, 11597, 9260, 32979"
Incarcity,"1535, 32182"
Doug_Dugle,
_mow_,"1535, 16005, 32998, 7724, 5060"
Afrosephurai,"10620, 14345, 30296, 35849, 32615, 37779, 37982, 37349, 31240"
anbublackcops,"6702, 1535"
weeabqueen,
purechild,"11663, 14289, 15085, 11703, 12461"
RogueWatchmen,
DuskGolem,
kaizoku-okubey,"392, 20057, 24, 12355, 9756, 33206, 35076, 5114, 33486, 21"
UnlimitedWill,"164, 199, 263"
phantomrose96,
coffeeworld,
OtakuKenz,"30276, 14345, 28121"
Sajan_Stanley,"20583, 27631, 18689, 11771, 11757, 5941, 6702, 1735, 263, 170"
jamby1100,
sukottojc,"23273, 1689, 23697, 4181, 5081, 1575, 6547, 2167, 71, 2966"
DarkBlueLagoon,"4654, 6030, 38691, 36882, 14829, 28223, 28171, 25157, 19815, 31043"
Raxonis,"32281, 28851, 1689, 7674, 9253, 1575"
Jozlyne,"853, 11757, 7054"
Fire_And_Water,"37779, 20583, 9756, 18115, 14513, 20507, 24833, 25013, 853"
slimane_chiboub,"16498, 25777"
Werchiel,"6547, 20787, 28999, 4186, 4181, 10793, 1691, 2926, 13759, 4224"
Shodowdragonclaw,
NajzenDesu,"4224, 9253, 11741, 10087, 33049, 25537, 31389, 22297, 34100"
rm4m,"17265, 8675, 19221, 10397"
heroesluk,"227, 185, 2921, 34537, 5485, 1, 205, 5081, 567, 978"
gezodiac,
Janbeersma,"38524, 17895, 35860, 22297, 28701, 31043, 38101, 9756, 37999, 37450"
UnknownNingen,
FideliusXIII,"6045, 4181, 4224, 1698, 16"
Strolgrom,"849, 232, 7311, 14349, 934"
Predator467,"32, 467, 205, 18679, 5114, 323"
Bunney,"820, 2402, 967, 9348, 350"
KingKenjo,"21, 5114, 1735, 10033, 9756"
Eternia,"1530, 2167, 4181, 6547, 9253"
ViMark,
jd2281,10278
AnimeCheeze,"777, 28171"
Hendo-chan,"21, 4224, 7674, 6702, 269"
The_Anonymous28,"14719, 36456, 33486, 31964, 28999, 24893, 33352, 21881, 11757, 30276"
Erebus25,"227, 21185, 32182, 543, 13125, 43, 437, 339, 164, 57"
Jornalator,
DarkEnergy,"2904, 263, 3297, 5114"
noire18,
ChuckCranston,"1535, 30276, 889"
SapphireMage,"801, 5114, 820, 11061, 1, 18679, 9253, 35180, 24277, 23283"
coloredinsanity,"22789, 23283, 853, 2904, 1575"
REKT,"918, 1698, 12355, 30, 28825, 16201, 4224, 5680, 777, 7674"
Commander34,"6547, 11785, 12119, 12189, 12291"
otoko_tenshi,"6, 1400, 2001, 1818, 15379, 24893"
Welkin96,
Akasen,"777, 25537, 31500"
CanadianAnime,
TheMightyMatto,"227, 32, 2001, 9253, 1210, 7791"
asianman6378,"16706, 7338, 8525"
BlueSkylark,"12355, 34599, 35180, 15227, 18679, 30831, 477, 9756, 13125, 7311"
nisinator,"820, 43, 33, 136, 2251"
SoumaK,
Plushyesque,"8129, 6045, 2034, 7054, 14289"
ocelot2123,"28851, 1575, 2904, 5114, 11061, 2966, 23273, 27989, 20583, 13601"
Tshiknn,
primus202,"523, 1, 237, 205, 1303"
MarcoAlencar81,
CapitalJ,"136, 263, 21, 45, 1530"
digitalacid,"256, 1033, 71, 1, 1689"
Batman-Beyond1,"764, 96, 202, 813, 392"
Geijko,"35507, 32093, 22789, 20583, 13759, 1210, 35968, 37450"
SakugaSmear,"33486, 23847, 5205, 13599, 27989, 235, 95, 23327"
Mortax,"268, 5114, 33, 1535"
SakuraHughes,"427, 123, 334, 6702, 98"
therationalpi,"4181, 2167"
HugoDisasters,"8861, 5277, 4063, 11617"
Folipurba,"4224, 5114, 7791, 10029, 12531, 13601, 36028"
minster,
360ken,
AkiraScrolls,"11061, 199, 721, 30346, 392, 232, 1033, 32935, 26055, 8142"
iAMi,"5958, 1, 6, 50"
nightcrawlercyp,"2593, 2409, 790, 28223, 1818, 889, 5081, 30782, 1827, 249"
TheAnimeLover101,"4224, 2966, 13851, 16706, 17895"
serenakuran,"21, 100, 721, 853, 13601"
Popaglockin,"269, 67, 58, 249, 33"
AccountSuspended,"2001, 16498, 9756, 11887, 2167"
Einzig,"3588, 12113, 205, 16498, 5682"
Teseravait,"10357, 1072, 136, 486"
jj26287,"5958, 467, 1575, 1818, 33"
nunnally-sama,"8560, 3713, 1604"
hoppenscooter,"30, 1210, 8795"
sandypanda,
UserDeleted,
psyjr,"433, 1210, 101, 2904, 1887"
5tar,
Ryuuguu_Azaka,"2904, 4282, 9253, 240, 5081, 114"
