User_Id,User_Favorites_Anime
sakuyabloodwing,"16498, 91, 6, 777, 6880"
king2969,"3927, 6867, 93, 15863, 3407"
X_-LnX,
ThirteenStitches,"18689, 20583, 22319, 164, 853, 5114, 9760, 10029, 14513, 2236"
rihei1134,"19815, 33926, 11757, 30276, 17265, 16, 57"
oceanwind,"395, 384, 1535, 226"
AdamtheNinja,"4224, 849, 6045, 37450, 32281, 121, 4181, 2167, 31964"
NWStrykerBits,"28999, 15315, 20689, 28121, 10620"
Leyna-chan,
Ginko13,"570, 12355, 237, 6594, 457, 23273"
Bakagia,
Phantom,"820, 1249, 58, 2581, 1818"
Eriaz,"10379, 2159, 3092, 45, 5114, 6746, 2251, 17265, 1604, 1482"
GL,31646
Senketsu96,"18679, 2167, 4181, 263, 23283"
beradonna,"3220, 1519, 437, 885"
YohanTheLiebert,"27899, 22319, 32949, 9756, 934, 1535, 17074"
ZeroReq011,"820, 9756, 18245, 486, 11061, 32949"
PandaCritic,"3470, 45, 4472, 1887"
Sooza,
muh1993,"1535, 1735, 11061, 21, 170"
TrustyFryingPan,"16201, 35838"
ReicheruMafi,32245
shibuyaa,"1453, 2454, 9130, 6171"
Pawens,"14075, 9253, 2904, 1575, 28211"
picoisbestg-,9253
SkyeRwby,
Kida54,"528, 1117, 1118, 457, 5114"
RikorVolsati,
Kayflower,9756
StreetLitSinner,"14719, 11741, 1, 30, 205, 6675, 43, 392, 30831"
SicilySSBU,
Jaye19,"4224, 9253, 4181, 9989, 6045"
Humpty,11061
xcomprr,"23847, 14813, 1453, 4177, 31043, 34599"
Spliffzor,"28171, 32282"
themassivefail,24629
saiyan_junio,"267, 36649, 437, 22535, 6114, 19, 28851, 4181, 9253, 1575"
Cloneyboi,"136, 209, 2001, 10620, 5114"
-Phantom-Fr,"2001, 205, 1575, 2904, 2418"
JuuzouSuzaya,"15583, 6707, 36511"
Sorato-kun,"16498, 2904, 9989, 22319, 23273"
Yoshi18848,"21, 1735, 6033, 30276, 18679, 11061, 1816, 1564, 19291, 269"
addiescloset,4725
Tringapore_98,"21681, 37497, 35503, 35589, 14131, 34798"
Laputan_Machine,"1, 32, 9756, 11061"
Junshonai,8634
Durantye,23273
Uriel1988,"387, 3167, 44"
Himanshu_Maurya,
Thedoctorwho954,"853, 4898"
Metallavery,"1535, 1735, 114"
Shinyan1,"33352, 3731, 31646, 28851, 33926, 34822"
sunflex,"43, 44, 601, 1301, 467"
pedrosp14,"4181, 21995, 16498, 6547, 11757, 32281, 28851, 4224, 5114, 22535"
micah_angus,"44, 5114, 9756, 32729"
antichamp,"11757, 1575, 4224"
Sonicscrewdriver,"12189, 16782, 30276, 431, 10029, 523"
devilfine,"2044, 19703, 13349"
munem939,"4181, 14277, 6547, 12291, 15379"
NepNeppyNepu,"11741, 1575, 9253, 32615, 16157, 9756, 33352"
vexium,
AnonymousChicken,"17895, 23289, 14227, 23273, 24833"
invalidsnowman,"11741, 5114, 4181, 3342, 6547"
tobissadplease,38671
pagalba116,
BacadamiaHater,"34822, 12189, 5081"
DoitsuItalia,"19815, 6702, 918, 20507, 20583"
Gaatcha,"31859, 23273, 16067, 11887, 20583"
AtashIfah,18507
Vorodor,"17729, 33502, 31240, 16498, 10087, 9065, 1735, 30831, 13663, 28999"
jaymiechan,"3342, 9756, 731, 437, 934"
oldperson,
seungyoon,20057
Leclerq,"3092, 731, 8063, 149, 1535, 26243"
Liao,"1698, 4081, 10800, 585, 27989, 10165, 12815, 4181, 3841, 15771"
bastard_of_young,"440, 339, 6774, 22135, 1453, 10721, 2001, 7785, 877, 875, 19, 10165, 11061, 227, 31646, 13125, 3220, 1142, 82, 160"
NiniAlex,"23283, 431, 513, 7311, 12355, 199, 2961, 6547"
ISpica,"21573, 2001, 16498, 23847, 34798, 31240, 34599, 31933"
MartyBruceViet,"918, 37105, 32542, 31646, 22135, 32949, 30694, 30276, 1, 10087"
CodeBlazeFate,"1575, 33095, 10937, 28735, 30, 1033, 1211, 32, 1088, 2001"
tigerlover,"263, 1078, 232, 391, 4884"
riiiiya,5678
Potaato,"2904, 1575, 13759, 2167, 4181"
LostHanyou,"387, 32, 9756, 3297, 1, 23623, 5205, 33, 249, 457"
metalsynkk,"5114, 18115, 14513, 10620, 11757, 30"
jpenobagel,
flare8anime,"30, 918, 35968, 329, 1698, 889"
NerZul,"1575, 953, 2581, 1535, 2002"
donbosco,"820, 5114, 6746, 1, 1575"
jakachu,"19815, 7817, 16742, 8074, 22273, 589"
aeris2001x2,"949, 1575, 1535, 21, 2904"
adabelitoo,
firath,"1530, 2001, 2927, 31715"
Ulas-Kun,38328
TheBigBoss91,"44, 1575, 813, 57, 2001"
Basilikos,"400, 57, 1051"
tehsystem,"918, 2904, 2001, 205, 1698"
PhobiaOW,"37105, 18679, 34798, 21647, 29803, 11887, 33206, 28223, 34933, 12189"
NatWarrior1,"5081, 7311"
Dark_Pride,"2604, 482, 35241, 33502, 25835, 4181, 486, 160, 1126, 688"
Onegaishimasu,
chase2011,
1000Minus7,
gumi-tan,"23847, 33023, 4081, 72, 232"
lasherluke,"19, 4224, 7674, 3972, 5114, 34599, 30831, 35790, 23273, 2236"
iCoffee,
BeautifulOdyssey,"30831, 1, 2904"
AfroOtaku917,"10721, 1530, 6033, 776, 66, 1, 329, 9253, 2251, 2001"
squamus,"759, 813, 2001, 205, 5114"
Xynatox,"849, 14719, 30, 2025, 3588, 13125, 2251, 9253, 10087, 1575"
xXfilthycasualXx,30014
Phosphor7,"7724, 777, 1, 5114, 18679, 33"
Stubby_Sawnd,"974, 33206, 24765, 23755, 227, 14513"
tsuyo_sama,
Lichzim,"35376, 20057"
StormKraken,"5114, 889, 11061, 23755"
Kidlike101,
Karolis884,22319
ThatFalloutDude,
Sifter_Farshad,"3713, 1594, 150, 12477, 15037, 11111, 11701, 10408"
OnegaiSensei666,"8861, 4181, 851, 33, 11061, 120, 1559, 1735, 1840, 3731"
anotherbanglah,
AnggaK,"33352, 918, 31043, 5114"
estefyrgzz,"1735, 5114, 11843, 13601, 16498"
SORArctic,"853, 6045, 3470, 6505, 489"
stimyulus,"1, 2001, 30, 18679, 14719, 9253, 23273, 14813"
Ryuuryota,"31490, 12859, 918, 38249, 34612, 33255, 11061, 31758, 31757, 9260, 35247, 28025, 31181, 17074, 32268, 30514, 15689, 11597, 5081, 21"
Zahira,"23251, 11061, 31580, 10087, 7785, 3701, 16918, 28891, 32182, 6746"
PsyChoticMonk,
SailorTuxedo,"30, 5114, 121, 232, 530"
Lucifiez,"16067, 32526, 6547, 33487, 33206, 27775, 33573, 15051"
dreadknightnero,"16, 1535, 1575, 4181, 9989, 24439, 31741, 31859, 31798, 30711"
Logina,"11061, 9919, 5114"
animefox2002,
nenissaK,
Sauron101,"37521, 31043, 5114, 1535, 57"
tetravr,
Free,"1689, 57, 2924, 3297, 6547, 9253, 16067, 1210, 227"
Blind_Guardian,"5114, 9756, 9253, 2001, 392"
Criscosandwich,"9989, 5114, 32182, 457, 37779, 9756, 36904, 4224, 28223, 2001"
LuluIncidus,
ablh11,"10937, 2025, 16498, 17389, 12031, 1535, 11061, 2904, 1575, 5226"
Naria_Nexis,"5530, 5114, 4081, 23755, 18153, 23283, 19383, 31478, 1575, 20583"
Akatama,
Archit12,
L3viLy,"150, 22535, 17389, 16498, 28121, 1735"
Kaier_Eruha,
shnippi,"35120, 31757, 17549, 30, 28851, 34599, 4081"
AdverseDust,
HikaruShidou,"35851, 33352, 37779, 31043"
notraging,"2167, 9253, 4224, 1, 9989"
KawaiiAnime1622,
PlatinumWolf,"4224, 23273, 17895, 16498, 19815"
Yakuri,"1254, 16498, 66, 572, 793"
FreyaTera,29261
Sttxrish,"4898, 877, 6045, 20507, 18507, 1535, 20583, 3092, 21105, 14289"
bakaonna,"20583, 22265, 18507, 16498, 1604, 9919, 232, 2923, 3470, 30240"
AltDonovan,
DrSparklyPants,"10793, 2904, 1575"
Kuroyode,
justinhhp87,"820, 617, 967, 245, 33, 949"
FireFly1,"820, 5081, 263, 9253, 268"
donseendrutger,"11771, 1535"
number1mongrel,"7311, 10087, 2251, 1571, 22789, 8142"
Millennion17,
seola,"8426, 15051, 33486"
Isaristh,"60, 1530, 2167"
Jolon,"39071, 444, 7588, 2942, 3297, 820"
Tatjana,"199, 622, 4181, 2167"
nekoksyo,"5114, 1575, 20507, 7054, 23283, 12531, 71, 28735"
Caprisun,"1575, 1535, 5114, 10620, 11757"
Kaede-Pro,"7311, 2251, 17549, 6547, 2924"
MonkeyDnatsu,"11617, 15583, 6547, 16498, 14345, 8074, 11757, 2904, 11499, 624"
Haseo123,"4224, 6880"
Aquarius99,"5114, 889, 1575, 877, 6702, 853, 16498, 30123, 7054, 150, 6746, 205"
rogue1982,"849, 245, 1575, 2924, 4181"
Ladders44,
sillikorae,4181
robert788,"38826, 38328, 1887, 35790, 35849, 30544, 33352, 4382, 4224, 6547"
Starisu,"10092, 3297, 32843, 11981, 467, 5310, 1842, 263, 440"
headless_rider,6746
greyworld,"6547, 10793, 11785, 226, 1195"
NoMainer,"30, 10165, 7785, 14131, 457, 10495, 240, 1887"
RandomStalker,
DRelish,
AkiraNasuki,11179
Miss-Scarlett,"8310, 235, 853, 1, 4898"
BloodChain,5941
sanzx,"1535, 1575, 13601, 12189, 11757"
Jajaabinxx,"5114, 4898, 14713, 32899, 15605"
captaincooper,"1604, 4725, 227, 9756, 150, 4151, 5039"
Kinshred,"30831, 25835, 9253"
Akihiko86,"16498, 2921, 12115, 12113, 10218, 164"
Raegwyn,
mmijin,"1604, 14713, 20583, 31964"
Leafa-san,"37086, 36474, 37982, 38472"
magicalkittycat,"227, 6956, 20847, 23289, 22789, 31439"
Downwinds,
BlackLighted1998,"1470, 19"
nicosico,
Jada785,
ItsJustColton,"2001, 4224, 2236, 18679, 2251, 23327, 33489, 32681"
TheLuckiestStar,"5680, 11285, 16732, 1887, 2030"
TeIIie,
Maluko808,
hinawari,"1835, 15061, 28669, 24705, 2390"
Kousaka-,"22135, 23847, 35180, 569, 3002, 20583, 9253, 38993, 33, 239"
MultiLeon,"2001, 1575, 427, 71"
0xA1E1BA,"6802, 31376, 3297, 35240, 31500, 33489"
hassage,"813, 918, 185"
Pashow,
Ian_The_Otaku,"33486, 23273, 6547, 4181, 11843, 19815, 2001, 1887, 5114"
Kou,"877, 26, 1454, 226, 934"
Touyariki,"9756, 9253"
Hammond,
saeid_2k,"2904, 5114, 32281, 1535, 6702, 30276, 33352, 30654, 22265, 4224"
SilentFate,"934, 918, 2001, 9756, 10165"
AlTorino,
gardenofwords,"12355, 12189, 10408, 20507, 23283"
loveabletruth09,"232, 1535, 1575, 16918, 11981"
yacques,"227, 306, 5983, 6774"
Inorichi,"9253, 36474, 30484, 28851, 31765, 35413"
100mega,"870, 35848, 43, 2452, 617, 2451, 1251, 30, 440, 32"
joshuad2002,"21105, 4898, 89, 85, 1535"
xVivix3,"3588, 1735, 269, 6702"
qwerty1357924680,"9989, 23273"
Greenphonix,"6594, 9253, 1575, 1535, 5114"
PilgrimJagger,
TabulaRasaCK,"5114, 263, 11061, 30276, 1535, 16742, 21, 237, 2251, 9756"
Spirallingcat,
DannyTran685,36633
maniascity,"267, 658, 3002, 1818, 33"
WhiteMochiBro,
Que0202,1818
Wysteria_,"4181, 6547, 36649, 23283, 32995"
first_last_ever,
NatalijaW,"1482, 877, 16, 5114, 9253, 9989, 30, 5530, 25013, 7054"
dim100,"11757, 8086, 2904"
Malzakiel,23273
kirinnachan,
Storm9265,
Withers,"2001, 3297, 35180, 7785, 5941"
SpeakerHead,"18195, 30654, 13759, 4224, 31240"
Hanalun,"21, 249, 6702, 20"
Reiaika,"9919, 6746, 38826, 33354, 232, 4081"
Kami_Aono,"28977, 19815, 2966, 37614, 17549"
ZetaiSabishii,"11061, 4181, 24765, 10012, 5081"
PsychoSibyl,35120
Ceptryn,"1575, 135, 2924"
M_Parabola,"457, 7465, 1698, 1210, 13601, 1535, 889, 9253, 6547, 387"
AnimeXDieNastYx,390
jolitachi,
Spookers,"36456, 14719, 11061"
gidoran,"1, 6746, 400, 527, 696"
mooklepticon,"19775, 18893"
LightHouseGary44,
BongMin,"21603, 9756, 6547, 18153, 18229, 18507, 530, 8425, 21995, 523"
Choco625,"23273, 28171, 28851, 33352, 10495, 32281, 18153"
PettankoFTW,"4224, 18617, 31500, 17549, 14131, 19221, 30276, 235"
Astronaut001,"2154, 24439, 22135, 30276, 37510, 32182, 457"
nightskypromise,"7588, 3092, 1735, 813, 121"
ChyllyWylly,"5114, 31964, 35839, 14719, 13601, 32, 31240, 18679, 25835"
doeRAYEme,"196, 853, 2926, 210"
Markezzo,"67, 11061, 25, 486, 369, 2164, 101, 1535, 32182, 2251"
ZiodyneLoL,"4382, 4224, 17895, 5630"
MAJINGOHAN21095,"889, 9253, 849, 10087, 1575, 33"
Osuology,11061
OtakuManChild,
Ya_WOT_M8,
CeeOtaku,"20583, 19815, 9919, 4898, 11757"
Forde,
N201_ASYLUM,"2251, 1535, 2246, 1"
blacksmithx1,
Kichiuki,"6880, 530, 6045"
leahsllama,"25013, 68, 22273, 6746, 20507, 32995"
CRIMEWIRE,"239, 30, 8074, 1575, 813, 12365"
NaoriU,"23273, 11757, 20785, 10793, 30806"
PuffPuffKazoo,
Bluefyre,"15809, 14513, 2025, 5060, 16009"
Koemichidono,"10711, 5680, 35790, 37430, 37999, 33731, 24765, 37221"
Kolchao,"11061, 7785, 22135, 263, 2001, 19, 457, 20057, 205, 33255"
MorDEk007,"23273, 34599, 31043, 28297"
ZombieFuzz,
Hakuyou,"2110, 2109, 2108, 1710"
Mysteriala,"12487, 30, 2001, 25835, 90, 227"
dskilly,"3577, 849, 2167, 4224, 1589"
Sexyjutsu,"9253, 5114, 2001, 1535, 33, 777, 18679"
minorinchan,"6547, 57, 269, 23273, 6"
Dips,"36474, 2001, 269, 530, 8074, 245"
DocNagi,"387, 205, 4081, 6045"
LordFrumpus,"2001, 7311, 849, 10278, 2389"
LemonKush,"37208, 33926, 4181, 23273, 2167"
iheartrose,"16498, 1535, 32281, 9253, 136, 558, 1889, 4181, 9513, 232"
shinkuchan00,"1575, 2025, 16498, 22319"
Micitian,"22, 16918, 11061, 9253, 7674, 6114, 2002, 2001, 245, 21185"
Fern5,"31240, 35507, 30276, 37510, 32182"
Groder,"1827, 2002, 1698, 102, 2034"
Mai_death,
Muppetdog,
_PetraRal,"16498, 18897, 11757, 16592, 22319, 10620, 13601, 15037"
Lanfan,"5114, 11061, 9253"
souji5okita,263
Monkey_Professor,"7674, 223, 21, 3588, 9253"
shellshock,"285, 270, 1535, 1575, 5682"
nexu101,"25013, 889, 1535, 226, 5114, 777, 11061, 14719, 33, 18679"
AltoRoark,"1, 19, 790, 30, 205, 5114, 11061, 437, 486, 38940"
pleochroic,"29, 135, 455, 308, 1827"
illivinni,"10357, 35677, 6774, 21435, 34494"
dxangelos,"853, 21, 5114, 20583, 23273"
numbersixes,"32182, 30346, 10161, 18507"
Arcangel2419,
SenMorta,"93, 384, 395, 1535, 45"
GoldenLuster,"481, 1535, 9253, 43, 32281"
reishicolleen,"7662, 5719, 1604, 6746"
TheJohanLiebert,
JackRackham,37998
Puerh_Cha,"477, 3841, 1, 552, 35557, 486, 6774, 32182, 457, 861"
combt,"3701, 7785, 22135, 37426, 875, 16201, 32979, 30, 601, 3220"
Anime_Kami_Sama,"12531, 3613, 28223, 19, 12355"
Prind,
Nekiki,
Terrorking,"849, 80, 1689, 22297, 4282"
Hoochfox,
wakame-sama,"1735, 918, 249, 5114, 38000, 11741, 877, 14397, 37208, 16"
RahzenshiaRose,"457, 10721, 10408, 8915"
GreatYeob,"30831, 37510, 31240, 37999, 36296, 31964, 22297, 20899, 23847, 918"
deathline,"2966, 9253, 28851, 31646, 23273, 12355, 16009"
yatovit,"5114, 37520, 23289, 31043, 3588, 1575, 34618, 30503"
LordBeartic,"2025, 388, 13759, 249, 3702"
SirXziane,
TroubleDucky,6547
dragonheart252,
Leobard,"5081, 18897, 27787, 32828, 12467, 21"
LangleyAsuka,"11981, 30, 32, 9756, 13125, 205, 32995, 17074"
Armez77,"18195, 16067, 10793, 30485, 2904, 4181, 20787, 18893, 9989, 6547"
SowlEye,
Cerilious,
kokoro_connect,"12445, 8100, 22297, 30749, 7785, 28907, 11771, 20583, 25013, 23755"
docmonty20,"4901, 889, 777, 3901, 2251, 33"
Hawkeye-,"31580, 37435, 37451, 37987, 6, 227, 32542, 9981, 11633"
mightyUnderdog,"389, 44"
Tomoyami_Reiki,"11061, 2904, 13601, 16894, 861, 30276, 33095, 9863"
Space_Michael_5,7785
TheJokeIsOnYou,11759
arthur_limao,
shimmereye,"149, 156"
Choffee,"32902, 35062, 29803, 35073, 457, 32380, 34626, 30831, 22789"
Asmodeuscreamo,"16512, 11757, 3588, 11633, 3269"
kamigeisha,"2923, 2034"
Gmancam,"820, 185, 777, 22135, 32998, 2001, 19, 851, 28735, 263"
dirtybee,"32182, 30276, 21"
Roka_Shibasaki,"30831, 9989, 11843, 1575, 889, 37450, 14813, 9253, 6547, 18245"
TakeMeInYourArmy,"30, 32, 339, 10357, 1210, 43, 227"
RafyV3,"38000, 32182"
CellieKitty,
CableOW,"33263, 15051, 35247, 17074, 5081"
Dai_Kina,"6205, 18277, 12549, 1195, 11617, 7593"
TheNguyen,6347
MarketplaceFox,"28223, 12883, 23421, 20689"
EmpyreanDream,
afkeroge,"4181, 9756, 1575, 6114, 1530"
Abeivvo,"37786, 2026, 5081, 23273, 30276, 27775"
Sublimeful,23327
KrulTepes,"918, 10087, 5114, 5081, 4181, 1575, 38000, 2904, 26243"
otenbasquid,"5530, 10721, 1482, 1689, 9919"
Yourlolm,"35851, 33674, 33486, 28851, 32281, 17074, 9253, 4181, 14813, 19815"
Error_JJBA,"31933, 30276, 2001, 20057, 14719, 26055, 30831, 20899, 33206"
Evil_Genius,"1, 202, 457, 164, 1453, 578, 26, 43, 1412"
Jinsanity101,29758
Truelove,795
AwpRoxBr,"539, 245, 5781, 5114"
AnimeCrusader,"820, 7785, 30, 19"
pippoz,"90, 232, 6746, 393, 6"
StupidUserNames,"11843, 15227, 877, 33255, 21, 154, 12291, 20, 392"
skooker,"37779, 19, 28851, 11061, 9756"
HermanoDigital,
Ryhzik,"31240, 11111, 34382, 37786, 32615"
Reggio,
Zeniatus,"1470, 874, 7785, 387, 427, 820, 4565, 4107, 2001, 92"
0309,"2593, 30123, 33352, 6746, 28223, 35507, 34933, 339, 23283"
seanmagicalweeb,"6547, 28223, 23273, 32281, 1535, 35851, 12477, 4181"
rooru-kun,"49, 10165, 35839, 12679, 34902"
xxxholic_wing,"1575, 150, 2025, 13601, 156, 467, 6973, 567, 19703, 721"
MPA,"237, 889, 1088, 1827"
Digataandrew,
G0dLey,"813, 30276, 392, 170, 1535, 6547, 22535, 20, 9253, 21"
Demon1Ce,"31240, 245, 34599, 30276, 33206"
gibby1749,"150, 3572, 4181, 1575, 849"
Achisai,"23251, 37510, 32182, 34134, 30276, 24211, 38400, 18507, 777, 31229"
SamuraiBlue19,"5114, 2904, 4181, 18195, 1889"
txkyoghoulx,"27899, 22319"
dragon8writer,"5112, 1570, 63, 4744, 1722"
micbytheocean,"71, 387, 339, 121, 477"
IntoxiRaptor,
Chipie,"9756, 1535, 5114, 11061, 13125"
Antalk,"5682, 4186, 356, 1519, 8074, 11741, 10087, 2798"
VitalLife,"2167, 4181, 226, 4975, 174"
masamuneMAL,"2001, 4181, 5081, 5114, 13601"
vytah,"2251, 3228, 2246, 820, 14719"
Lucky_Lucy_FT,"9919, 30, 10161, 19429, 11771"
toothpasted,"6746, 14467, 18179, 4224, 8795"
alchris97,"30, 14813, 8769, 13125, 8074, 11617, 15051, 11597, 5081"
Luxbecca,"9513, 5682, 5081, 1735"
Nemisa,"457, 135, 235, 658, 22"
SharadCJP,"22535, 31637, 9919, 25157, 23289"
serj_tankian,"572, 33, 164, 47, 30"
AnAbundanceOfAir,"23135, 16011, 6956, 25157, 27989"
pillow102,"38816, 9969"
Spock96,30503
valkrieez,"6547, 8525, 13655, 13759, 16067, 34822"
Umarunnn___,28825
Idkimnotcreative,"1, 36653, 35839, 1535"
ninja-san,"20, 226, 269, 1535, 3457"
BlazeVanquisher,"11617, 10793, 1575, 14813, 8525"
vincir,
Apsentia,"9253, 9756, 5114, 22319, 1535, 885, 33486"
B_Mo,
Crim,
MadDemon1237,"31240, 37510, 2001, 5114, 6675, 18679, 918, 32937, 6547"
kojurama,"567, 1943, 875, 267, 263"
KevyVuong,"15043, 8557, 9379, 10793, 1195, 31617, 31637, 31859"
clemandax,"34537, 2476, 437, 7785, 1535, 30, 32, 5114"
HezaKiddo,"7054, 79, 1535, 120"
Dan_Endra,"38000, 37510, 5114, 11061, 392, 210, 2904, 34626, 20057, 813"
MasterUnicorn,"5114, 205"
photophobic,
suprasaiyajim,
EnergyFlare,"5114, 356, 11741, 10087"
RedXVII,"9756, 5081, 6594, 1210, 1887, 32740"
Von_Rodermond,"16498, 813, 18153, 8841"
nicwin,"1, 1575, 5630, 12531, 9253, 31630, 2251"
melonpanfan,"14227, 2034, 3457, 249, 23289"
RoyBlack,
Blska1441,"28171, 25183, 30276, 16498, 322, 31043"
misa98765,"93, 4181, 13333, 12291, 35968, 35062, 38080"
moncoeur,"10588, 3457, 9919"
JustMyself,"161, 1482, 6746, 21"
Neonekoe,"31933, 35120, 2001, 11061, 3588, 227, 8675, 6547, 889, 8795"
garranaruto47,
Ferentarius,"1, 1535, 339, 790, 5114"
Injection,"202, 4752, 3457, 1192, 548"
CelestialCreme,31240
Strukla,"286, 9088, 2143, 530, 156, 249, 243"
Vivek_J,"1735, 5114, 28171, 33206, 11061, 25835, 7054, 23273, 1535, 164"
misguidedme,"1887, 6746, 4181, 4722"
Avmugi,"11741, 10087"
YokoHama22,"34822, 17074, 8675, 30276, 16782, 32281, 790, 205, 21, 16894"
gnulab,"16498, 1, 170"
blaze1514,"1530, 5081, 6213, 8769, 79"
LoosGuccreen,48
jerusalem22,"558, 627, 1842, 3226, 5028, 7655, 9890, 11917, 36565"
HeyItsCami,"22, 15, 853, 3457, 8074"
Trainsguy,"11757, 1735, 1535, 11771, 32494, 9253, 23273, 20583, 121, 1575"
Labinstein,15051
Yamigami,"9253, 18679, 19815, 29803, 6045"
cubeslice,"1889, 33486, 37779, 20583, 12355, 34599, 31043, 30654"
Avalein,"1889, 22101, 106"
AwesomeSuitGuy,"31933, 33489, 33352, 26055, 2001, 1050, 235, 966, 379, 9930"
ethanliew92,
JoJoberserker,"14719, 33, 85, 1, 2001, 967, 22135, 263, 323, 28735"
ItsJustHolo,
Sandshrew2,"37451, 137, 139, 138, 136, 11061, 30, 369, 31043"
Sheyne,"2966, 24781, 1535, 19815, 9253"
HomosapienMC11,
vagalumesuicida,"11061, 47, 5114, 4181, 199, 250"
ReaperxPR,"11111, 901, 25389, 6114, 481, 813"
imsotoxiclol,164
Kasia0909,"32935, 1735"
bloodstainedsin,"61, 953"
RealOneFrank,
P-Chan3639,"223, 6205, 7054, 210, 121, 530"
meowmeow12,13759
Dainfamousazian,
animeamoeba,10408
timey-runner,
MissAnime,"1735, 269, 6702, 21, 32668"
StormTruck,"467, 1, 457, 22135, 790, 5114, 437, 12355, 2251, 11061"
Axcast0846,"18897, 226, 4654, 8525, 18153"
theangrytoonnerd,
kahr,"44, 121, 2251, 1575, 239"
0taku_St0rm,"9989, 4224, 11433, 11843"
ShonenBat,"22135, 323, 759, 467, 1"
shadovvvvalker,"467, 121, 329, 19, 2001"
redhope,"6702, 249, 28423, 14713, 4081, 33899, 33023, 9539, 20507, 26243"
Zelpuz,
Mewrlise,"1535, 28851, 31964, 20, 6702, 20507, 30187"
saadrock,"21, 16, 1142, 392, 813"
Lepchin,"21, 934, 777, 2001, 3572"
loveisblue16,"427, 530, 2596, 121, 721"
Questl,
icurry,"5680, 1482, 31240, 9379, 28701, 10087, 14833, 5081, 23283"
Snakeskins,"11757, 1535, 4181, 11617, 16498"
lunark,"35851, 18617"
onoeko,34350
juanro04,
Feu-ri,"1735, 35120, 32182, 37510, 33352, 25013"
Nmjc420,"245, 6, 9253, 3702, 263"
vongolaxsora,"2167, 16067, 10793, 14741, 4224"
alstore,"272, 237, 227, 6166, 209"
TheNekoOtaku,"16067, 889, 12413, 9253"
kaigansoyokaze,457
chaitra_555,5941
aznmonk64,"5114, 2904, 6702, 4565, 6573, 9253"
lady_yuno,"17895, 10620"
lordofdelama,
Thatguysproblem1,"1571, 6129, 489, 9756, 9935"
TheyCallMePro,
Tetsu_Jin,"11771, 19815"
WhiteZet,"164, 37779, 30276, 34599, 5114, 36296"
Sangfroid,"5081, 11617, 8525, 1482, 11933"
Mikame-,"13601, 777, 6702, 29803, 16498, 13125, 6746, 31339, 1210, 918"
zenoslime,"47, 16662, 3701, 30, 2246"
Flaming7s,"5114, 2001, 6444, 8311, 11061"
Smokemantra,"7311, 12189"
jonathannh,"11061, 1535, 5114, 16498, 21"
Lystle,"9253, 3467, 2167, 72, 79"
Pakatsuki,"28851, 5081, 1254, 9253"
vanniy,
Akhund,"136, 813, 21, 16498"
Intelos,"283, 32, 1376, 4483, 878, 486, 18245, 1126, 488, 34822"
legendas,"2354, 11837, 16910, 11829, 6695"
Cliffjumper217,1535
EpicWapanese,"9253, 30484, 10165, 35120, 263, 22135, 9756, 1210, 26055, 4081"
Phan2112,934
Demonwynd,"269, 617, 1559, 136, 263, 38524"
TikiTDO,
Singan,
LovelyGuts,"243, 507, 149, 322, 325"
GorkhaliAce,"36934, 269, 31964, 7674, 4224"
vaniilla,"4181, 2167, 9756, 9989, 4224, 7054, 853"
Enelnoenti,"11061, 263, 5114, 17895, 323, 9253, 36563, 10793, 10620, 1195"
NatureJay,5081
Kodokuns,"31914, 28387, 20031, 11061"
jaiptroid,"5081, 31646, 13125, 34599, 9253"
RayaTheImmortal,957
PixelGhostie,"1535, 228, 1594, 2034, 16498"
Lulexiaa,"38680, 14397, 22265, 32995, 33352, 24415, 20583, 12355"
valce,"539, 1"
weed_head_steve,"440, 392, 7785, 227, 10165, 114, 20583"
GoodBignoah1234,"34599, 32281, 30831"
Yaro_shiku,"251, 4080, 170, 5525, 1974"
TTeaMeister,
saimaisama,
neonpinkdude,"9989, 5114, 13599, 1, 9253"
Menicent,"2001, 11741, 4181, 16706, 849"
Reisatu,"249, 120, 269, 392, 68"
Kodai1138,"1651, 2202, 2203, 3067, 1000, 467, 33, 5681, 30, 3101"
AgeGarret,"33502, 35849"
Bestellen,"80, 81, 85, 323, 1453, 22687, 82"
Subculture,
minwonderland,"5682, 2605, 3588, 853, 861"
princeless_hime,"1914, 957"
_ragdoll,
Havoc_Chemical,"9919, 28851, 21, 21327, 11061, 16592, 31043, 10620, 1535"
tauradian,
Prowller,
hiddenmoonlight,"7079, 1571, 6573, 1594, 226"
NotAPan,
sofabulous,"23033, 104, 283, 251, 440, 30, 23673, 512, 813"
rk913,"2904, 1535, 16498, 5114, 6547"
Kiba-Sama,"4898, 5630, 1482, 45"
Saintly,"4181, 2167, 3731, 2129, 79"
Whiffs,"975, 19, 1535, 2167, 392"
RayReynolds,"10357, 85"
AkshGintoki,"32587, 35247, 32935, 17074, 31933, 28977, 11061, 9253, 9969, 28171"
GadgetTR,"10165, 2251, 121, 530, 440, 974, 2001, 1, 30"
stormrider12,"4181, 6547, 1604, 21, 6702"
Kuhaku_no_Sora,"5114, 33352, 33674, 9253, 13759, 32281, 1575, 24833, 33502, 37450"
Aisukuremu,"61, 1, 6045, 1699, 813"
mishi6,33255
cornchuck,"21, 1735, 136, 22535"
XfizzyX,"5114, 777, 2025, 790, 1575"
