User_Id,User_Favorites_Anime
Popoie,
Venom900,"93, 245, 13125, 2904, 777"
gunithizzle,
jingu,
JVskunkape,"1735, 813, 857, 1575, 199, 482, 2001, 1, 11061, 47"
keikomushi,"9926, 2025, 267, 853, 34280"
Shozenn,"1575, 10620, 11617, 2167, 15583"
invis,"2924, 934, 2605, 1818, 2025"
sanic_BOOM,
Nanahara93,
santxnico,"34284, 33049, 28223, 11751, 22789, 1519, 66, 32949"
alexcv,"2001, 7791, 23327, 918, 25835, 17265, 18679, 205, 11061, 1"
MAGA4Chino,"9776, 23623, 23269, 29787, 31080, 34914, 30279, 35672, 33948, 32924"
enkakuu,"9587, 6324, 5958, 28623, 17247, 33731, 22147, 22877, 28825, 37722"
CaptInvalid,"227, 8129"
thunderbolt3,"2993, 2923, 4224, 4722, 477"
Tzez,
sadcatsclub,"32281, 4181"
UnholyEhre,"202, 120, 1530, 1535, 245"
Nominal23,"849, 934, 1575, 9253, 11741"
Yasaman-San,"31240, 777"
SaiDaiOh,
_RedCat_,"16201, 21329, 457, 16918, 9756, 160, 9253, 20507, 10721, 2251"
chemical1125,"10568, 10620, 28999, 27775, 23847, 4181, 2167, 21881, 11757, 1535"
dReams-C,"9756, 2025, 1889, 17074, 13125, 4181, 9989, 18245, 1571, 790"
CaptSwarthmore,"1, 567, 90"
AstroNinja,"1, 2001, 2251, 9253, 10087, 329, 164"
AnimePope,"31240, 16, 457, 6594, 34745"
Grischlinger,"523, 552, 4181, 28851, 1554"
MrVasNormandy,9756
binsky734,
nidaimeblue,"6, 392, 269, 20, 813"
evill28,"1889, 934, 15451, 15583, 14967"
golisopod,
meganekkoh,
_makoto_,"857, 2112"
rikkotec,13161
Hyduk87,"4181, 2034, 1, 1698, 120"
noamsky,"457, 13601, 12189, 5040, 23273"
mikanczowy,"21, 28851, 11061"
vedatsvet,"11061, 338, 44, 457, 7785, 440, 1535, 6, 33, 19"
Erkulous,
windeen-windy,"39195, 38940, 38080, 36000, 38671, 37475, 39701, 38145, 39468, 39324"
R_TF,"10800, 5941"
xinan,"2985, 878, 60, 2001"
kwire042,"33, 2025, 1575, 857, 5630, 5114, 1, 384, 5682, 1818"
MindFaze,"14813, 11981, 6547, 19023, 20507, 15315, 4224, 23277, 19775, 4548"
DangoDa1kazoku,"4181, 14397, 35677, 35180, 12365, 32281, 28851, 35839, 6547, 27775"
mysteriousloner,"36511, 22319, 23283"
Flare77,"17074, 32281, 22789, 14813, 30015"
Fabienne,"23259, 23755, 1688, 18179, 6045, 40937, 35860"
tozoku,"853, 9756, 10721, 6045, 1689, 28825, 24855"
Tiger_Boss,"6594, 790, 60, 227, 1"
roketoman,"918, 1575, 9253, 16782"
Whiteangel_Krys,"1575, 3470, 7054, 18277, 14289"
dipItFoo,"35180, 31646, 38329, 16782, 37450, 10408, 30015, 28851, 36098, 27775"
Nickyz,"263, 21, 6702"
Trekon408,36474
CrimsonNavy,"18897, 32281, 30, 16067, 10721"
Alekx,"5081, 5530, 1689, 5525"
sinitron,"15417, 28977, 9969, 918"
Stacycmc,"13601, 2025, 6895, 35843, 28927, 26243"
Mangox,37450
WizKage,"1735, 5114, 6547, 9253, 1575, 38000, 269, 11061"
zh0so,"1575, 385, 849, 226, 5039, 11757, 25731"
EvenJellyOn,"19, 30, 32, 820, 323, 387, 1210, 437, 339, 9756"
Calathar44,"35760, 25777, 16498, 9253, 2904, 1575"
NoExit,"30, 1210, 7785, 44, 263"
Guy1eg54,"1575, 934, 1195, 10793, 22319"
I_Am_Joe,35120
-Gia-,"11061, 31964, 20583, 19, 177, 23289"
cordy_herondale,"1575, 14741, 440, 4181, 232, 16498"
ImaCuteAnimeFan,"877, 530, 334, 3731, 7054, 120, 33218"
some1dude,
surieldl,"813, 5114, 31964, 19775, 37349, 20583, 11771, 24833, 1698"
metalrain_15,"10719, 1575, 2001, 38000, 39198, 14467, 5114, 34618, 33206, 6773"
Veneastly,"7674, 20507, 13759"
Kira01,"5682, 79, 7662"
Ridoot,"33255, 1575, 5114, 2904"
Mef,"3417, 2963, 2367, 488, 2026"
tenshirb_96,"5081, 14811, 14813, 31478"
dj22319,"1030, 30, 1288, 43, 12355"
Botan-Chan45,"263, 9367, 31080, 11785, 11179, 14741, 34822, 16049, 26055, 35062"
MalteseCartoons,"9253, 18229, 23703, 6746, 10087, 11741, 28701, 22297"
hallucinater,"19815, 28171, 20, 24705, 11843, 28977"
lambochops,
Anime-Fueled,"8074, 777, 6547"
Guruthegreat,"1889, 467, 1, 235, 1425"
Myrmidon83,
WolfFromTheNorth,
moonbox,"120, 9756, 512, 523, 31043, 31240, 37779, 457, 27989"
BloodHedgehog,"226, 269, 356, 1735, 4063"
Akagi-kun,"237, 9253, 73, 1, 57, 1088, 165, 1065, 81, 32281"
Randon,
Rainbow_Smash,8675
Ossa,"19815, 45, 777, 4181, 227"
Alchemyst,"21, 1698, 1575, 121"
YoukaiBlaster1,"15061, 85, 6336, 34798"
SideGFX,"4224, 9253, 4181, 5114, 9989"
DoctorMacaroni,"19815, 9253"
InfamousRunaway,"1535, 4181, 14741, 9989"
nbyung09,"8769, 5081, 33988, 19919"
itsdowngood,
k4N44,"22, 37982, 199, 1065, 1327, 7674, 4181"
niitsuj,35639
Mikoro,"2904, 1535, 4181, 9253, 9756"
GundamSFS,"2581, 6336, 4181, 14813, 9253"
Harusakama,"5941, 16067, 11887, 30831, 1698, 6347, 23289, 27989, 30015, 8426"
lilramune,"37517, 471, 35839, 28171, 31646, 856, 28669, 3297"
mocha_rocker,"12355, 2167, 1535, 37450, 33352, 4898, 877, 7054"
Noavi,
Erren,
Terminusz,
PoweredByRamen,"853, 5114, 6746, 16, 5690"
charmingcake,"33095, 5114, 14719, 13125, 4752, 1535, 2251, 10620, 16592"
ITFujoshi,"20583, 18689, 5114, 19363, 11061"
GoS1234,"4282, 35247, 17074, 7785, 2001"
LadyJenna,"237, 790, 584, 6895, 6"
lyviacera,"38000, 33926, 34572, 37208, 14713, 11061, 28927, 32867, 31478, 30016"
Chiron2060,"12189, 28701, 9253"
S1apSh0es,"30, 32, 4901, 392, 18679, 6, 30240, 1535, 33, 9756, 16498, 90, 15809, 29786"
Darkluigi,"2251, 2001, 2904, 5114, 4181"
ProfessorGinkgo,"12431, 164, 12531, 13125, 6164, 16009, 25835, 21435, 20431, 25013"
animelover110499,"245, 5114, 7674, 11061, 918, 32998"
PrincessMeems,"164, 113, 9656"
btstrash,1486
Tomasz-Sama,
Yuu_Masuhara,"18893, 25013, 11759, 21743, 7054, 11013, 5680, 20047, 15649, 31478"
DirtyMidnighter,"32, 30, 227, 1, 199"
Steppy117,"28701, 27787, 18897, 38826, 32281, 37450, 31240, 30831, 35849"
Duskrados,"75, 2581, 5114, 1690, 4981"
FylkZadeyah,"17265, 31765, 11757, 35788, 19815, 32281, 15059, 22297, 23321, 37105"
Lord_Hanblon,"9253, 29803, 3002, 820, 1575"
FenixBlade911,"21, 1535, 28297, 32281, 30276, 28171, 30015"
Darkfreedom1337,"31646, 35220, 11739, 10460, 9253, 8676, 20517, 18195, 13655, 12293"
memoryofbreaker,"6880, 10620"
Shaundu,"457, 164, 10165, 31964, 13601, 11061, 30"
vgk55555,
LBi,"9253, 4224, 31240"
Naoki-sama,
ZesViBrittania,"11061, 2904, 269, 11757, 1575"
jesuscristo,"136, 227, 25835, 1210, 10162, 28735, 12431, 33255"
KamataruSaki,
miwako-hakusho,
ManvsPillow,"457, 11061, 2904, 4181, 11887, 13125, 6547, 2001, 5114, 9253"
ganbatteyo,
Viktordrr4,"5114, 889, 20, 13601, 24833, 28223, 31964, 1, 11617, 1575"
Mugsy817,18153
kawaii-keppan,
II-Christopher,58
umi_no_uta,38161
DeltaEightyEight,"5341, 30901, 22319, 31240, 30503, 1013, 28999, 15583, 27775, 23283"
ihavealife216,"11061, 23755, 31722, 14513, 22199"
Iron_Leopard,"523, 33, 207"
ShorterName,
_simplethoughts,"34096, 32935, 28891, 25777, 11061, 20583, 37991, 28977, 38524, 918"
sars0928,"5114, 431, 11061"
shookaf666,
taigataiga,"5114, 11771, 22, 2001, 251"
Glitchy_Wallaby,
Animegrin245,"18691, 21829, 5315, 9322, 16642, 8291, 24967, 33979, 10779, 21925"
oasisZ,"11061, 4181, 2167"
burpup,
Fenbi,"38524, 32281, 30654, 11061"
kilreffz,"38000, 35180, 35839, 32979, 30654"
formosan,"279, 1, 565, 7, 385"
Code_Penguin,
icy-cream,"28999, 27775, 6547, 23273"
poketonip,"6045, 4181, 5114, 4224, 3588"
MH93,"11757, 9253, 4181, 2904, 16498, 1535, 32281, 11061, 13601, 2025"
Poliakas,1604
Varyn,"2251, 2025, 5081, 5114, 10162"
ZathB,
Ibexfather,
theburnmaster,"96, 820, 874, 7645, 114"
Raisenken,35790
Niuyev,"30276, 20583, 28999, 32182, 245, 20689, 19815"
TheL0stChapter,
BrokenPiece,"9989, 9919, 5114"
JHansner,"28907, 5114, 34599, 31240, 23273, 170, 18679, 17265"
Kiririnshi01,
Calipup,"2904, 4181, 11061"
Lukas10,"1535, 12531, 3358"
Sevikodkod,
Mimi_Sakurai,
misterbadluck,
KamitoUtsusemi,
PoNaBo,"10161, 36649, 37141, 227, 1, 35851, 36317"
grimjow77,
Be-nard,"17074, 5081, 457, 1, 7465"
RealKreeYT,
Mattinsula,"28851, 30, 9253, 5114, 387, 1575, 1535, 4224, 5081, 392"
AbsoluteReg,"11235, 8676"
ISeeDeadPeople27,"25835, 27989, 5680, 7674, 11061, 12189, 17265, 10087, 34599, 23273"
BimaSylirian,"31988, 9776, 12119, 5670, 472, 22189"
mikeyanime,"1535, 30276, 5258, 33486, 263, 28891, 32935, 4181, 28851, 5114"
SadPocky,"30484, 28977, 7785, 35247, 33095"
IncognitoRon,
H3lt3rSk3lt3r,
kuroneko420,"1887, 2167, 1575, 4181, 2904, 37210, 249, 18897"
CaptainAeroman,"30, 11061, 400, 2001, 10087, 32182, 205, 5114, 24765, 23289"
QuestRam,
norih,"10155, 6586, 120, 853"
ThatKaruGuy,
zarusoba,
ragre,"21, 457, 2251, 4181, 11061, 9253, 22135"
Grace_as_Bleach,
nam23,"3972, 28497, 19815, 14513, 18115, 15225, 27829, 14741, 10578, 10396"
KimJongUn,"1575, 1535"
flaco-kun,
tomoyohime,
Ooblagato,"2966, 934, 1575"
kiminofukkin,
asukakazama90,"1594, 3713, 228"
mdsamad,"6547, 16498, 9253, 5114, 16894"
EmiyaRin,"30831, 13125, 5114, 9253, 10087"
Agr01Friend,"813, 1, 30, 5114"
choukimochi,"26055, 31933, 14719, 20899"
crazygamergirl90,"33255, 28851, 199, 323, 437, 35120, 22535, 934"
turnipjuice3,
ironcladgranite,"918, 9253, 5114, 1, 820, 33489"
Yuri44,6746
Dramaqueenyay,"269, 1860, 3366, 790, 6746"
Fayetta,9756
FullMetalBadger,"6547, 8460, 11179, 1575, 9041"
MarioGamer,"3886, 1535, 392, 813, 223"
Muffinzzz,"9834, 30, 400, 9253, 9756"
vardevar,
kiba11,"1691, 1735, 57, 8074, 1536"
SimplyDuck,1535
sakura-star08,"121, 435, 1764, 380, 4752"
Arijsu,"18153, 27989, 23273, 32995"
luciograma,"164, 431, 47, 16498, 31964"
BluemudkipzMAL,"27775, 35849, 38000, 477, 14741, 37105, 18897, 21"
kittykun2011,"269, 6746, 1575, 2993"
Kam_Animeverse,"20, 918, 17549, 10800, 759, 585, 199, 232, 5114, 11061"
Ardinayka,"136, 1535, 5682, 1604, 6114"
nastyrush14,
Unkn0wnfear,"1374, 19775, 2251, 3407, 31964, 19815, 11759, 32245, 27631, 25731"
Mindpower01,"2787, 9756, 17074, 2904, 14741"
GarciaXVLegend,"223, 257, 20, 8795, 32686, 13601, 23755, 16498, 226, 481"
Turnus,
Hitman26x,"10793, 19815, 5042, 20785"
StirStir,"237, 323, 14719"
L3ul,"1210, 1281"
P_D_S,"7785, 9289, 5081, 2246, 1430, 12883, 12189"
Hirotara,"38408, 30016, 37999, 37520, 28677, 36038, 37475, 23755, 35968, 28171"
chiquit0621,"523, 199, 853, 1575"
EmWantsToBattle,
Paperthief,"31798, 28171, 31240, 28223"
Luthfi_Rifki,"10572, 14749, 9756, 15051, 31240"
Mirai_Hunter,"30016, 4898, 28223, 23755, 38524, 35760, 30654, 24833"
Gisheon,
avatar136,
brilliant_tom,"437, 28851, 1535, 1575, 2904"
abo9,
DarkDendra,"4722, 5678, 6594, 1250, 61"
ABlackSwordsman,"11757, 4224, 9756, 6547, 7791, 4181, 16067"
Gerentex,"4063, 35203"
Stefannofornari,"9253, 32281, 28851, 1575, 5114, 37510, 37999, 11741, 33489, 21877"
that_1_asian_16,
_Rika,"1698, 19, 457, 20583"
Kazito,"1691, 9253, 30484, 30276, 29803, 37430, 1535"
AsunaMyAngeru,"32587, 10779, 4224"
maxmatsu,3577
Nano-kun,"15051, 4181, 6045, 13659, 23273"
Shtoops,
kurohacchan,"21, 2025, 205, 918, 11843, 22789"
ninja_natsu,"121, 71, 269, 245, 857, 384"
Akito_Kinomoto,"3167, 9756, 24997, 30344, 4181, 820, 5114, 7645, 2161, 11741"
-asphyxia-,"28977, 877, 37208, 11741, 30, 19, 13601, 777, 37991, 5114, 11061, 38524, 36649, 38000, 39195, 30484, 790, 1, 23283, 5040"
manjifrankie,"617, 2418, 1, 400, 47, 205, 23273"
bloodseeker19,"16498, 9989, 10620"
mech66,"210, 2129, 721, 263, 2025"
SucsubaG,"34591, 32983, 11061, 6547, 2418, 38000"
SennorPing,"7785, 11741, 22199, 37786, 34902, 35839, 37510, 27775, 31933"
Elena-san,918
Jiado,"4181, 269, 1735, 2001, 9253, 5114, 22535, 1575, 22297, 33743"
00Q,"38659, 37349, 29095, 34281, 32951, 25157, 2581"
reiko_rage,
-Exo-,1482
DomDomDraka,"28851, 23385, 28999, 31964, 15315, 20785, 16498, 24439"
bunnyofthesea,"9253, 14741, 32281, 2001, 22135, 18679, 33486"
Nubescout,"967, 21"
Dracosine,"5081, 2966, 35062, 21, 6702, 25013, 30123"
Alan1017,"1575, 1535, 4181, 1, 820, 16498, 30, 2251, 26, 11061"
brad_Wolff,"71, 10357, 2104"
MrHaru,"24833, 10396, 269, 21, 37430, 32615, 11757"
Warlord_James,"820, 19, 3572, 1299, 1575"
Remco9800,"6702, 21, 14719, 918, 10620, 11061, 31964, 5114"
WZ1,"8841, 71, 2605, 4654, 6547"
lunadella,"23289, 27989, 15051, 20507, 24833, 20583, 28675, 853"
astelmaszewski,"31933, 30"
ZombiGirl,27727
MightyDingo,"11061, 34599, 24415, 5114, 17074, 32182"
Kapuro,"918, 235, 10110, 27631, 16524, 11843, 2251, 23289, 22789"
IamReel,"31646, 16067, 35839, 27663, 34798, 10495, 2001, 9253, 11741, 16049"
Neathuki,"33049, 14741, 9253, 24765, 28851, 33352, 5114, 12291, 11741, 20787"
lunarbee,"20583, 11771, 934, 28, 861"
deadlysoups,"5114, 269, 1735, 20"
notinuse020392,
Queen-Usagi,"15613, 4898, 8460, 12883"
Arkayen,"1535, 3588, 5114, 7054, 11757"
Samantha_Y,
MightyRich,"1575, 1, 5114, 4181, 30"
AnthonyKun3,
5hreddy,"877, 5681, 1575, 4181, 2924"
jejealam,"5114, 322, 2034, 60"
BoredOfYou,"5316, 4714, 1, 2418, 10087, 12355, 199, 47"
ericswift213,"106, 9289, 23273, 20785, 13759"
SeannyD,"1735, 23539"
Papajan,"2966, 467, 801, 153, 1698"
Bufuman,"37976, 38101, 37999, 30831, 31953, 31964, 392, 96, 18679, 25835"
anata_heart,"35839, 28851, 6802, 4224, 10278, 28735, 33352, 35677, 32"
olbohn,"7897, 7748, 6383, 8795"
Tinhinane-Ingui,"25731, 22535, 2904, 1575, 877"
nandermind,
9Z,"17074, 15051, 37510, 9253, 1"
Karizuie,"39547, 23847, 14813"
theAQ,"269, 5114, 1735, 6547, 8425"
RexJHTan,"38826, 38000, 36871, 33352, 31964, 30727, 23277, 32281, 34822"
AnimeLoverGrl15,"7054, 4898, 20, 120, 3092"
TantuHengte,"845, 21, 1535"
Thinkingemoji1,"7817, 23273, 5081"
kairi07,"5525, 2251, 21, 1482, 10087"
Ahabs,"30654, 24833, 23847, 14813, 28171, 34822, 11013, 20785"
rayyhum777,"53, 272, 334, 1347, 534"
Unbold,"5680, 16201"
cheru41,"66, 523, 853, 6956, 10721, 32995, 10165"
chinhnt2k3,"20, 21, 1535, 1575, 122"
KekeBeans,"27727, 21563, 27775, 11013, 853"
Matas,"283, 7785, 30, 2921, 80, 387, 35180, 820, 440, 48"
ARShadow5,"33, 16742, 30276, 8795, 227, 9756, 20159, 339, 30, 2001"
animevgamelover,"1735, 269, 249, 237, 150"
Thnx4dafood,"11061, 28621, 4224, 12531, 31174, 16067, 160, 10161, 16201, 21681"
Reim_Seranth,"11741, 918, 6547, 5114, 11771"
FishyWish13,
elbowpham,"9253, 7791, 4224, 10087, 10110"
xxnerdxx,29785
Christien,
hana5963,"30503, 31478, 33654, 12883, 34451, 32867, 30205, 20431, 28497, 23421"
ReLCreed,"790, 16498, 2966, 22319, 13759"
Ducto,
Lordcrab86,"1250, 114, 80, 21, 31933, 22135, 2251"
Yumrei,"2167, 15651, 12753, 9981, 135, 21, 15809"
AnotherLazyGuy,"32281, 23273, 813, 223"
medo-xv,"20899, 14513, 1, 235, 1535, 19, 12431, 5114, 820, 1735"
Homurice,9756
DanteDemonZ,"29803, 21"
ReplayMVP,205
Chroype,"37451, 2581, 35839, 35180, 32281, 18245, 16782, 5081"
lithae,"861, 4081, 457, 10800, 918"
Shiv21,"4181, 1735, 11061, 11757, 22297, 10162"
Ripaz,"3588, 1575, 226, 1535, 121"
cullo99,"2904, 4181, 5114, 37520, 31240, 23273"
SaberisLife,"934, 2904, 918, 11741, 10087, 33731"
HappyBunnieSity,"387, 66, 877"
loufurman,
YuYu,"1689, 1210, 2167"
Reapermask,"2001, 1535, 13601, 16498, 32071, 28851"
EtaHeunDeon,"10620, 8525, 476"
Demundo,"30015, 33352"
P19Amber,"22535, 1535, 22319"
J891319,"13601, 2904, 5114, 1, 10087, 30, 16498, 33352, 1535, 32281"
Hagsthetic,
Dethenigma,"2476, 7708, 134, 889, 4901"
Formidable_Delta,
eresa691,"13125, 93, 4654, 11979, 11981, 18115, 1575"
TheBax,"33, 43, 1, 37348, 1535, 20057"
Detective_Lupin,"35857, 8769, 8861, 79, 4181"
GuiltyKnights,"2966, 33352"
ToriChan,"440, 232, 9756, 339, 10721, 13125"
Nadium,"2251, 918, 13601, 10408, 2025"
Nyard,"440, 2001, 30, 918, 34537, 7785, 21647, 7791, 2921, 5081"
Zeomne,"4550, 1535"
Braenn666,"4896, 156, 934, 357, 379"
Rerednaw,"50, 72, 235, 11757, 1530"
Sadies,"4898, 10161, 28223, 31229, 31964, 28851, 33605"
elmergantry,"820, 523, 19, 30, 329"
ocs,"10087, 1, 5682, 889, 2251"
MillenniumA,
Karasu_Kaguya,
bernardo7894,"820, 11061"
Sketto,"37430, 28171, 18277, 8769"
chocolate20,
Ripmymemes,
Roxandria,
Nega_Skoll,
kira1012,"11757, 3549, 226, 8074, 199, 37475"
Bird_of_Hermes_,"777, 35062, 37991, 23755, 3588, 20479, 16157, 18679"
kon22,
anthell,7311
Aegair,"440, 32438, 13203, 28851, 1033, 10721, 12189, 3220, 21039"
brainyclown10,"23273, 31964, 2236, 37510"
afrowolf,"1060, 4150"
NitroNinja,33486
Okazaki93,"1535, 4181, 22135, 4081, 7311"
Obamanizer,
LTKevin,"1195, 1691, 269, 226, 355"
Camboy24,"6702, 23755, 29803, 30831, 28677, 37450, 35968, 17265, 10719, 33988"
vedicardi,"5957, 323, 66, 227, 3702"
macaroniparty,"18507, 4898, 25013"
D0ZAR,"885, 23755, 1535, 20"
LolliGo,"14719, 1535"
animegurl62,"1571, 45, 150, 101, 226"
Seinen_Anime,"33, 13125, 1210"
thejonion,"5081, 31646, 237, 7062, 3297, 7791, 227, 30, 35249"
jaddo1,
Nadsat,
desgostoamargo,"11617, 63, 59, 5958, 226, 30694, 13759"
Mahawry,"3002, 20899, 5114, 16742, 2251, 16498, 3702, 36904, 6547, 37991"
MenDouKote,18679
MavisVermillion,
Jurai-SEZ,"23623, 12189, 1210, 4181"
cuteisanarchy,"10721, 35838, 34599, 5081, 26165, 4224, 8769, 232, 10278, 6802"
BRAINIACx,"37991, 38691, 18679, 227"
saiyagok,"156, 202, 918, 1254, 182"
teopei,3588
Shamyl,"918, 35180, 11741, 9253, 7311"
marin1289,
BellvonArtsy,
Tokis86,"28423, 22789, 2246, 28735, 31043, 31859, 28223, 1535, 164, 1164"
Bonedog,"12431, 11061"
RTPDJRT1,"22319, 20, 633, 1486, 35120"
jjistensai,"13759, 23273, 4181, 18115, 22297, 21881"
MelanieOwO,"30654, 24833"
Dilly-Dally,"7311, 4181, 3784, 5205, 2904"
Tavgus,"5114, 11061, 10087, 32995, 2001, 14719, 13601, 2251, 889, 28223"
supedeglupe,
RescueRex,
DrProfHectorPhD,"16662, 19, 9253, 223, 5114"
ohddaeng,"849, 72, 232, 38680, 210, 6702, 25013, 37786, 4224, 122"
toyhammered,"4725, 2593, 9253, 11741, 1889"
Kagguu,
Nini19,"104, 51, 1686, 4835, 269"
SekaiZ,"28977, 10087, 17074, 18195"
rohannia,"30, 227"
mudkiip,"2251, 440, 24439, 27989, 25835, 32979, 14349, 22789, 28891, 30346"
document_spencer,
Redkrimson,"9756, 889, 5081, 440, 237, 30, 467, 2966, 19703, 13601"
Shiv_T3DS,"24833, 28121"
erickpaini,"10568, 16894, 5040, 245, 1575, 7674, 22789, 263"
waterfall,"849, 339, 387"
aleenya,"9253, 2251, 202, 7724, 437, 23283, 34599, 239"
AverageUser,
sebasgl1,
Tommy-sama,"2167, 6547, 33, 1535, 467"
FateKnight,"10087, 35849, 16498, 31240, 11757, 9253, 18245, 30276, 13601, 2904"
not-reoken,
highfyrebright,"2904, 2966, 5081, 4224, 31240, 28907, 27663, 10087, 2164, 918"
shingekido,
dcunit3d,21845
yuruzu,"35180, 820, 4181, 7311"
girlsqween,"6702, 2685, 250"
Suzune-chan,"13601, 10721, 5114, 6746, 10161, 14467, 14407, 2581, 18507, 32995"
Roy_Mustache,"21681, 9756, 20583, 7791, 25519"
LoliconMastard,
Kon-Doriano,"918, 820, 467, 1, 19, 5114, 30, 338, 3701, 1088"
malik_smith,
hpsthemaskedman,
moe_monk,"20031, 8525, 13759, 16353, 37999, 8425"
RakiSama,"2167, 1852, 1887, 5680, 232"
JikoSama,"31964, 11061, 37779, 37991, 18679, 30276, 38680, 14719, 19, 38000"
hvzfree,"5277, 8841, 8675, 7791, 185"
netosolano98,"33486, 13759, 30831, 2904, 35839, 36296, 10162, 34822, 5114, 32281"
maou_ajuu,"1482, 21843, 21939, 19703, 237, 28621, 28977"
TheRubbleBubble,"14719, 1, 17074, 918, 30, 10721, 9253, 2001, 790, 339"
Water-sama,"30831, 33049, 19195, 5114, 3588, 32827, 37349, 23283, 10087, 10620"
not_a_shrimp,"777, 5114, 11061"
Jambles,"9041, 4181, 2167"
Akiraa-kun,17895
Tachii,"2001, 5114, 9253, 13601, 2251, 31043, 20583, 11061, 16, 1575"
akromataof,"5114, 2904, 16498"
Marko3,"1210, 4224, 9989, 4181, 9289"
Luigi755,
gtzice2,"8525, 2251, 199"
EatJIN,"36649, 32995, 28977, 9969, 9863, 16592, 20507, 23289, 20583"
Angius,"25517, 22535, 23277, 18679, 33988, 31953"
suminoio,"16067, 4181, 2167, 101, 24151, 21995"
Yip9090,"38483, 38659, 17729, 30831"
OneLostSoul,"2001, 11061, 918, 9969"
Hatsuyuki,"5114, 9253, 10087, 38524, 35557, 28735, 1210, 35180, 3002, 37510, 31933, 23273, 13125, 22135, 6594, 2001, 11061, 12431, 4081, 263"
darksaber,819
GinKagu,"918, 2904, 4181, 9989"
jojoreen,
nyugvo6,"32182, 8074, 30, 32, 6114, 11837, 582, 6746, 2251, 47"
qatm4450,"37259, 17074, 6746, 20507, 32979, 2418, 32281, 18679"
Jokeox,
SophieRevan,10465
NaughtyTeddy8,36882
Aines445,"11843, 23289, 26453, 32175, 5060, 30276"
alex2800,"245, 1, 205, 202, 121"
tjlep,"1033, 3701, 10721, 721, 20899, 9756"
Ghosty-Senpai,"17549, 35839, 34599, 25731, 34933"
Billaowski,"16498, 18679, 6594, 21877, 32182"
Aozora789,4898
thisnameistaken,
kangjiyong18,
Atat92,"9253, 9989, 4181, 2025, 11061"
Ravkvist,
jagodawonder,"5420, 1689, 489, 153, 249, 387, 26, 790, 339, 101"
mofuuu,
MagicPants16,"2904, 269, 22319, 27899"
Rikkimaru,"153, 21"
fresh26564,"24833, 32542, 31240, 10165, 11843, 37999, 5081, 28851, 22789, 1604"
brainiac1530,"43, 5365, 11061, 14349, 721, 13601, 9756, 28735, 20057, 7785"
MariliaSal,"5114, 21, 6702, 853, 14513, 199, 25013, 22101, 33486, 31964"
Sailorhoney,"530, 2167, 120, 6045, 5680"
Xaxeth,"29803, 269, 6702, 136, 21, 31240"
jetpackman,"30, 4224, 3002"
HardBash,"34599, 160"
Vatiza,"23755, 10620, 19815, 15315, 11757, 35712"
leblanc99,
sloth11,"121, 721, 853, 1132, 177"
aedens126,"2001, 4382, 849, 889"
Lemon,"22135, 437, 457, 338, 31646, 13405"
Mizu,"32, 530, 44, 31733, 30, 877"
VascoCarvalho90,"21, 431, 813, 1535, 23273, 5114, 22789, 25835, 34612, 1827"
BetaEx,"30276, 9253, 5114, 22535, 11061, 4181"
Yamchaa,"223, 84, 30, 876, 206, 27411"
maru-magus,
Khalan,"18195, 33502, 32281, 31043, 13125, 3002, 7724, 341, 10087, 13655"
ChickensBreast,"1575, 8841, 10793, 11499"
EndlessHell,"4192, 6773, 2904, 5081, 5114"
Filthy_Bastard,
shomazta,"152, 1530, 967, 570, 710"
LedDenon21,"820, 5114, 30, 1210, 2001, 1488, 227, 6, 31933, 22535"
mc_anime_,
sachikoXsummer,"228, 3731, 8861, 2167, 4181"
OrangeJuccifer,"1690, 31240, 30831, 918, 1535, 5114, 31478, 31933, 18679, 30"
samuel16,"9253, 934, 18245, 6547, 9989"
BlueTeaAnime,"9253, 10087, 1575, 9756, 19, 23273, 218, 2251, 13601, 27989"
KazumaOkazaki,"15437, 10209, 10790, 8841"
Nameyay,"23283, 24833, 11665, 339, 10408, 721"
mook0w,"1, 205, 227, 9253, 7785"
oromashu,
Ijsberry,"32182, 31964, 21995, 14713, 11771, 24833, 20583, 25013, 7054, 16498"
windwhisprer,"5525, 4224, 199"
Moe-lester,
nOOb360,"9253, 30, 4181, 1575, 24"
Balibuli,"9756, 1689, 849, 199, 2167"
ClementIV,"2904, 1889, 24, 226, 2167"
iroll,"15689, 11597, 2104"
Nekoarashijp,
csalexsander,"32281, 34498, 17895, 8425, 11757"
Souls_Reaper,"3010, 30484"
Janabanana,"13125, 24765, 9989, 5420"
Lazyness,"849, 2104, 572"
detectiveincog,"1735, 34933, 34096, 34134, 32542, 18507, 11843, 22535, 37141"
SnowTV,
AnimeKodomo,6
fiendling,"35220, 22535"
riccyjay,"1, 9253, 279, 1943, 13601"
SpartanhH12,"33988, 32686, 820, 30276, 4224, 6746, 14719, 23327, 43"
I_dreamwalker,"37379, 14397, 6884, 6007, 2966, 10800, 5341"
AppleBread,"3784, 4181, 2167"
deadprussia,"16592, 30"
FukGoBack,"35839, 30831, 35838, 32615, 31859, 16592, 31240, 16498, 28223, 22199"
mutsoko,"16498, 1818, 226, 8460"
crimison,"1, 11759, 11757, 1292"
Nani-ko,"10087, 32998"
Xcox,"47, 6675"
Khaiwaii,
vaniokrika,"28999, 12445, 934, 226, 27775, 1575, 10620, 35849, 28851, 11079"
mykk,"617, 570, 43"
